ids,target,prediction
15845,-40.52405,-40.560738
17123,-40.82281,-40.88863
18529,-39.88203,-39.75409
2733,-55.59985,-55.58114
2255,-54.81424,-54.879486
3204,-53.74505,-53.52417
3657,-55.66199,-55.61966
11428,-43.72004,-43.838806
16550,-41.08181,-41.055706
14951,-41.68948,-41.719143
10168,-45.5919,-45.66097
19809,-40.70846,-40.707115
16580,-39.30874,-39.384254
15371,-40.80506,-40.824318
1269,-54.60274,-54.492794
16579,-40.32811,-40.33274
2757,-55.76116,-55.6608
16776,-39.77722,-39.818565
17423,-41.52437,-41.475365
3422,-53.76636,-53.57704
15572,-41.30491,-41.308605
13648,-46.44889,-46.52162
15658,-39.45012,-39.436523
18559,-40.46114,-40.444107
19541,-40.22518,-40.255478
19161,-39.24453,-39.33854
2481,-56.34725,-56.33506
19390,-40.80663,-40.82598
5796,-47.64463,-47.787315
195,-56.88219,-56.702744
5985,-50.54524,-50.551018
11138,-45.76611,-45.77766
19552,-40.39555,-40.395515
11806,-45.27751,-45.37072
4562,-54.12904,-54.13672
1712,-52.4821,-52.471294
4077,-54.44061,-54.407555
5776,-48.08183,-48.125355
14794,-40.76231,-40.840492
11442,-43.16882,-43.26532
2956,-55.79937,-55.75127
13238,-45.61239,-45.591488
16017,-39.14453,-39.157204
3551,-54.48443,-54.51858
15996,-40.59263,-40.600815
14323,-45.25324,-45.235847
2081,-55.19593,-55.166546
19633,-37.45346,-37.487984
8740,-50.53517,-50.574615
686,-55.97155,-55.967808
18205,-39.90443,-39.93481
1457,-53.53503,-53.516586
11425,-45.37587,-45.114044
2858,-53.73291,-53.78137
4840,-51.37894,-51.295124
6756,-50.06623,-50.03092
7899,-52.1589,-52.104664
13241,-43.40381,-43.422714
5143,-49.3578,-49.39046
6365,-48.65342,-48.720325
18202,-40.55289,-40.491302
4413,-55.85774,-55.689686
10331,-46.92055,-46.838493
4650,-54.76575,-54.70385
5433,-51.09843,-51.125652
13004,-45.12041,-45.208412
9168,-50.25914,-50.297085
2758,-55.01568,-54.95531
9145,-51.80541,-51.75374
8751,-49.40003,-49.502327
11805,-44.87453,-44.94838
2033,-55.71422,-55.793686
12650,-45.23601,-45.198643
14966,-41.39493,-41.370716
8507,-51.06393,-51.04189
9636,-50.7056,-50.665802
10882,-45.4372,-45.398037
7848,-51.44936,-51.436638
14688,-45.98778,-46.1375
9581,-49.40164,-49.42937
19097,-40.28265,-40.29041
3980,-56.68539,-56.589256
15805,-41.42187,-41.470562
14211,-44.48092,-44.561676
14885,-42.44897,-42.488785
12372,-41.52479,-41.604656
16117,-40.2223,-40.249672
11510,-43.85715,-43.864864
18077,-40.08585,-40.092533
14927,-42.23121,-42.281944
1934,-55.76151,-55.743195
4663,-55.9085,-55.82153
18133,-40.23578,-40.25833
13953,-45.03689,-45.011517
2438,-55.51994,-55.41537
7292,-51.37751,-51.319424
6483,-50.69341,-50.715515
17862,-42.51744,-42.536148
16530,-39.38145,-39.406857
10921,-46.6891,-46.728252
3405,-56.42624,-56.391876
12137,-45.00734,-45.016975
6927,-50.76136,-50.815365
6285,-49.8436,-49.861923
7068,-47.97416,-48.073093
1850,-55.16758,-55.1248
12149,-46.88135,-46.897247
9233,-49.46671,-49.465607
8913,-51.16451,-51.27459
13009,-45.86866,-45.826065
15166,-38.78925,-38.82589
15342,-40.6258,-40.57817
10101,-45.66662,-45.67173
3812,-55.83016,-55.930153
2378,-55.39204,-55.32234
16669,-42.56146,-42.523617
8955,-51.32764,-51.392017
2073,-55.07818,-55.147194
12985,-45.21571,-45.24505
17540,-41.34588,-41.311535
14099,-46.7597,-46.791775
3697,-56.41822,-56.4496
13556,-45.54315,-45.540005
17241,-39.56505,-39.578377
17351,-42.50664,-42.55143
13301,-45.26829,-45.304043
17387,-40.20964,-40.215153
11530,-47.17555,-47.23098
11362,-46.93229,-46.957005
10941,-45.30438,-45.36975
7190,-50.45737,-50.536285
5874,-50.37844,-50.40337
7099,-51.26484,-51.258503
17306,-40.93995,-40.940853
8811,-51.5762,-51.629482
14331,-45.14935,-45.150864
16633,-41.00752,-41.03986
14242,-45.15453,-45.18747
5229,-49.6516,-49.66239
1482,-53.22486,-53.291176
17142,-38.88454,-38.94043
18423,-40.71748,-40.75532
6012,-50.60459,-50.640144
8732,-50.99443,-50.923664
17068,-40.21221,-40.247124
1417,-55.03627,-55.007885
19417,-38.39425,-38.33197
2709,-55.70218,-55.617706
13283,-45.57969,-45.614773
10241,-40.31746,-40.39934
11967,-44.46237,-44.44714
2460,-55.52865,-55.593365
1292,-56.15861,-56.154858
3103,-52.62947,-52.5363
11731,-45.42588,-45.426807
4626,-55.52828,-55.3748
10685,-46.79257,-46.819748
157,-56.24333,-56.03396
470,-56.35473,-56.114697
18492,-40.70964,-40.749355
14442,-45.27063,-45.296993
11958,-44.02062,-44.041492
16057,-37.79289,-37.716125
2049,-55.46837,-55.41046
1749,-54.68962,-54.609394
1148,-56.62739,-56.50685
1319,-55.01438,-54.957592
10558,-46.79322,-46.871525
5793,-45.86919,-45.926376
13396,-44.43825,-44.449436
7306,-51.15204,-51.144863
18514,-41.30127,-41.357212
16916,-40.9401,-41.009026
9119,-51.63556,-51.615013
11553,-44.98857,-45.02842
5359,-51.04627,-51.02544
8670,-48.31655,-48.39131
9896,-45.46258,-45.559765
12796,-45.53324,-45.52821
3300,-54.06716,-54.07942
2184,-54.1323,-54.104767
7009,-48.79254,-48.80774
9282,-50.96868,-50.951584
3518,-55.54725,-55.49803
15018,-40.6661,-40.74829
6980,-49.1686,-49.270126
3221,-55.51841,-55.447968
13630,-46.71597,-46.69008
3902,-57.18587,-57.226444
4325,-54.56398,-54.537777
7210,-49.98503,-49.979156
14690,-45.44607,-45.494408
4059,-56.07247,-55.98629
4361,-55.44218,-55.455944
339,-55.72695,-55.591118
11030,-45.24067,-45.242886
11360,-44.8111,-44.84763
6121,-49.386,-49.45723
11853,-46.02676,-46.011044
8059,-51.60607,-51.580723
5176,-50.3594,-50.50506
12130,-45.43561,-45.493286
7411,-51.99639,-51.95151
14239,-44.19925,-44.31281
4071,-55.55962,-55.35084
6711,-49.50615,-49.580887
3109,-54.67592,-54.538097
1857,-54.57873,-54.58944
19557,-39.00933,-39.025192
16143,-39.73551,-39.762016
16424,-42.20175,-42.159172
16387,-41.77798,-41.85278
9730,-50.89185,-50.98352
16370,-40.62344,-40.707882
13273,-46.79328,-46.80757
8563,-49.67549,-49.75629
16904,-39.12902,-39.20607
2346,-52.04044,-51.919353
16572,-40.71877,-40.699203
17506,-38.94607,-38.920433
9426,-50.73505,-50.739204
15402,-40.61689,-40.62412
3599,-55.58501,-55.542843
1898,-54.44885,-54.4979
19658,-39.94067,-39.950565
6639,-46.13517,-46.237373
3403,-52.0083,-51.86282
4977,-51.33714,-51.452988
11826,-46.54385,-46.553677
15123,-39.72558,-39.75303
6936,-51.55263,-51.591038
15480,-42.60939,-42.68376
5810,-51.83634,-51.78804
13523,-44.41667,-44.41915
18181,-40.32015,-40.325096
7592,-51.02541,-51.030556
8003,-50.71692,-50.792763
1881,-52.8057,-52.82661
8474,-49.55341,-49.516376
17486,-40.33404,-40.39324
3517,-56.38036,-56.263023
15037,-38.24319,-38.308548
10543,-47.20003,-47.25256
14192,-45.69458,-45.789963
8456,-52.11614,-52.136047
6879,-50.88611,-50.927193
4813,-51.678,-51.636253
4188,-55.22025,-55.064888
19410,-40.82457,-40.777733
4035,-56.38288,-56.204224
5419,-51.37849,-51.44484
487,-56.35291,-56.31567
9435,-49.9865,-50.093964
10814,-47.39526,-47.39299
6486,-51.08352,-51.200466
19650,-35.62225,-35.728073
3155,-54.66771,-54.732742
11468,-44.72592,-44.750183
9476,-49.93457,-49.946266
11209,-47.17802,-47.217773
3477,-52.84665,-52.82343
13603,-47.04379,-47.07699
18691,-41.08415,-41.136124
12358,-45.75299,-45.903374
522,-55.65224,-55.606705
4278,-56.21043,-56.194412
15375,-38.60301,-38.63468
7712,-49.96803,-50.021675
5453,-50.48475,-50.42695
3860,-56.94063,-56.858383
1974,-57.49442,-57.413975
11040,-45.6458,-45.64487
14068,-46.79414,-46.900208
5272,-51.83739,-51.850563
13826,-47.06169,-47.142113
13973,-44.56982,-44.52841
6947,-50.04516,-50.06022
6926,-51.49271,-51.513477
10805,-45.00805,-45.013783
4269,-57.0788,-57.01264
16046,-37.77255,-37.77111
4508,-54.83309,-54.725872
12433,-43.36071,-43.379963
14273,-45.82121,-45.91272
16643,-41.11978,-41.135273
9001,-51.56253,-51.556206
12972,-44.58424,-44.640263
6543,-51.91379,-51.939175
12171,-46.82296,-46.742413
10428,-46.86088,-46.954445
13101,-46.44937,-46.440445
16729,-42.94488,-42.94116
13196,-44.30998,-44.322723
17171,-39.59182,-39.622765
3459,-52.26613,-52.297955
16996,-40.20233,-40.221138
16288,-40.51594,-40.543877
3793,-53.91434,-53.794407
13759,-44.10095,-44.128826
15914,-40.13507,-40.123856
14809,-45.76304,-45.834526
4651,-55.72935,-55.708794
6102,-50.5895,-50.591778
5439,-49.31915,-49.24249
8089,-51.79393,-51.833336
5378,-49.57918,-49.66072
9077,-51.00541,-50.99235
10376,-47.04262,-47.072582
1520,-52.94404,-52.869907
15820,-41.19275,-41.28057
4287,-56.54463,-56.554493
17920,-40.89364,-40.946964
7268,-50.09564,-50.242935
9379,-50.38063,-50.39242
12762,-44.33782,-44.331993
19378,-40.47612,-40.530647
13141,-44.05582,-44.12039
13853,-47.18371,-47.222248
7044,-51.46755,-51.355392
13424,-46.80054,-46.812466
2548,-53.72028,-53.706654
14062,-46.33726,-46.331688
16631,-41.00142,-41.013702
17490,-40.22948,-40.25689
739,-53.99328,-54.21033
5357,-51.10326,-50.97793
9797,-50.25671,-50.284393
11977,-44.0854,-44.132675
7754,-51.62225,-51.647503
2163,-55.34817,-55.471985
12565,-46.77786,-46.764263
8628,-48.95325,-49.020576
13621,-46.5141,-46.51481
15218,-39.97084,-40.025227
15144,-38.60993,-38.62939
3268,-56.14736,-56.022717
4198,-56.12119,-56.01448
4892,-49.77496,-49.84525
3179,-56.07344,-56.01856
1315,-55.06842,-55.00834
13297,-45.45159,-45.47865
294,-56.34068,-56.283047
11963,-44.76965,-44.758667
16774,-40.63433,-40.742596
3462,-55.23786,-55.257347
917,-56.39055,-56.246582
7642,-50.83352,-50.8083
2000,-56.63684,-56.506912
9148,-51.01332,-51.041225
328,-54.10422,-54.063404
16006,-40.63914,-40.753304
17300,-41.15938,-41.11238
8719,-50.19031,-50.20521
10606,-45.16504,-45.13587
7665,-51.16252,-51.219944
71,-55.24475,-55.2335
10144,-46.38373,-46.358772
13549,-46.8701,-46.94094
2643,-52.03651,-51.961723
16820,-41.23788,-41.26586
4044,-56.41709,-56.251556
1742,-55.32148,-55.245834
8771,-50.37627,-50.449776
10435,-46.45865,-46.470497
5652,-50.37312,-50.400272
12744,-45.23282,-45.139717
14539,-45.70629,-45.831627
9590,-50.82605,-50.83861
4575,-56.42397,-56.429924
18981,-41.69602,-41.855587
9735,-50.83045,-50.783955
15350,-40.19432,-40.21357
14808,-46.06186,-46.13791
18071,-40.89171,-40.878452
13052,-44.12519,-44.07525
9930,-43.94103,-44.034134
15940,-40.89468,-40.82898
4901,-50.55959,-50.45031
19264,-41.06689,-41.054024
7247,-51.54276,-51.635723
17967,-39.15315,-39.178112
3230,-55.68491,-55.58507
4711,-55.30147,-55.205765
13172,-45.19514,-45.300335
15824,-41.44101,-41.40895
12319,-44.29408,-44.30895
8416,-50.58185,-50.594734
10770,-44.9355,-44.9555
8412,-49.242,-49.285965
9652,-50.95705,-50.957226
17310,-40.93676,-40.932068
9572,-49.43669,-49.453777
12352,-45.93723,-45.966652
1593,-54.67351,-54.535686
18085,-40.96032,-41.05983
7121,-50.58737,-50.605644
12036,-46.02034,-46.04657
11023,-45.35061,-45.38566
159,-56.44073,-56.454933
10514,-44.65155,-44.676105
16966,-40.74537,-40.728176
11732,-44.25587,-44.35204
18590,-38.78256,-38.778294
5679,-50.93199,-50.997692
9566,-51.18769,-51.193153
5669,-49.91308,-49.96678
6628,-49.15914,-49.223274
2879,-55.96473,-55.87367
12795,-45.33651,-45.32576
5711,-50.31905,-50.297485
12494,-44.28893,-44.277374
10231,-43.00535,-43.002083
12747,-45.28792,-45.41298
1133,-53.85052,-53.845333
5959,-51.42035,-51.40475
8664,-50.84243,-50.766403
11041,-46.30093,-46.279125
5790,-48.87401,-48.890945
8610,-49.4933,-49.544506
17805,-40.0303,-39.95804
3413,-54.65512,-54.61719
14439,-46.17336,-46.25157
18533,-40.87915,-40.871277
7979,-49.1108,-49.271378
19121,-41.23975,-41.238197
7209,-50.40855,-50.389095
19603,-39.81667,-39.81198
5706,-48.65307,-48.578495
12235,-45.62608,-45.669365
15317,-38.84899,-38.868523
7110,-51.10106,-51.139053
8837,-52.10348,-52.12947
11003,-45.63244,-45.69493
12394,-46.75796,-46.81101
14481,-47.12006,-47.137115
2782,-57.03975,-56.925644
8356,-50.49592,-50.577133
13642,-47.01377,-46.9918
8908,-49.97392,-49.88587
17029,-40.23647,-40.21269
8343,-50.94162,-50.94153
14045,-46.9629,-47.03075
16695,-42.65268,-42.657364
591,-55.28867,-55.19059
4129,-55.11932,-55.11866
8404,-50.26099,-50.363518
3565,-55.56937,-55.42704
5769,-47.97925,-48.156025
13674,-46.77947,-46.810028
3678,-56.75183,-56.687187
7158,-51.21559,-51.225624
16912,-40.05874,-40.06339
17095,-38.8337,-38.910816
2690,-53.00091,-53.03482
17320,-41.5078,-41.507328
19672,-39.15426,-39.17101
13427,-46.24873,-46.24607
2994,-55.51099,-55.49904
8522,-49.13039,-49.1852
519,-56.47592,-56.46116
18731,-39.97761,-39.911083
13113,-46.13213,-46.12644
15988,-37.38153,-37.338314
452,-54.37189,-54.34521
13989,-45.40042,-45.485146
18001,-40.54107,-40.478817
9420,-49.98452,-50.057693
3515,-56.3452,-56.35077
5855,-51.91631,-51.87894
13470,-45.02437,-45.010536
18480,-36.87832,-36.987648
7254,-51.81582,-51.760548
10818,-47.2458,-47.31648
4817,-51.13708,-51.101437
3878,-57.06472,-56.993404
47,-56.98363,-56.947083
1803,-56.01769,-55.881626
1986,-56.0526,-56.09462
5154,-49.41562,-49.43733
9323,-50.28968,-50.358173
10826,-47.23163,-47.245747
19569,-33.64302,-32.998955
12657,-46.08143,-46.178566
16864,-42.53073,-42.555557
8586,-48.4715,-48.509083
18310,-41.05688,-41.03949
19169,-42.7048,-42.71879
3186,-56.022,-55.91792
18228,-41.46943,-41.51667
12995,-45.39335,-45.34675
12669,-45.07059,-45.125793
6207,-50.85697,-50.721478
8623,-48.96319,-48.92735
12859,-47.0841,-47.179985
12369,-44.88574,-44.920532
5860,-50.28184,-50.343285
18067,-40.7982,-40.754646
17721,-39.02925,-39.02005
8157,-49.95525,-50.01086
2586,-53.35505,-53.34902
8383,-51.10854,-51.0953
9836,-46.65743,-46.711304
18159,-38.74869,-38.782375
3236,-55.44918,-55.439533
7641,-50.08384,-50.182644
12059,-44.27116,-44.292362
10889,-46.32684,-46.406876
12548,-46.45383,-46.49562
11737,-46.00911,-46.050194
8752,-49.66555,-49.591522
13540,-47.2921,-47.329765
17314,-42.48826,-42.551346
12019,-44.58704,-44.608643
12350,-44.85112,-44.93853
13734,-45.92661,-45.968353
7035,-51.11263,-51.14859
2087,-56.28769,-56.28508
18343,-39.78562,-39.744415
12505,-46.54034,-46.651833
8785,-51.9755,-51.93502
11031,-44.6745,-44.650352
15327,-39.06018,-39.068928
10252,-43.48224,-43.42906
18405,-40.45585,-40.48396
3485,-54.03684,-54.004383
12812,-47.05219,-47.091946
164,-55.88266,-55.797844
4698,-53.42558,-53.378048
10964,-46.56226,-46.435143
16220,-39.67437,-39.676414
18564,-40.51427,-40.63069
10757,-45.22666,-45.22361
14997,-39.48669,-39.511745
8232,-51.49187,-51.429356
7450,-49.99663,-49.97289
7549,-51.19071,-51.211487
1637,-56.78867,-56.649776
19742,-40.76589,-40.75928
12456,-44.85164,-44.86588
9724,-49.48938,-49.55332
10075,-44.54612,-44.589188
5047,-51.13637,-51.143776
8496,-47.35479,-47.446754
10204,-44.27841,-44.30346
16439,-42.122,-42.12105
17078,-40.93616,-41.00171
16889,-41.52303,-41.619427
8265,-49.37729,-49.460495
1918,-54.97684,-54.942978
9000,-51.27965,-51.327164
4963,-51.16702,-51.233467
12178,-46.89284,-46.92077
13760,-45.47607,-45.45883
16024,-40.72554,-40.772545
16855,-41.27686,-41.236347
13560,-45.9781,-45.920876
10361,-41.91649,-41.940556
1262,-56.16142,-56.04829
6535,-50.73402,-50.712467
17977,-40.84631,-40.87832
1330,-54.02145,-54.04942
12927,-43.29596,-43.357983
6291,-50.94308,-50.938732
15892,-41.55107,-41.409485
2721,-55.90088,-55.72345
18434,-39.64686,-39.647884
3915,-55.6048,-55.44462
4507,-53.63725,-53.66135
7417,-51.62754,-51.681572
6764,-50.53061,-50.760857
4735,-56.59249,-56.545734
15844,-42.52521,-42.563477
15049,-39.31376,-39.327682
4867,-49.12502,-49.111706
15828,-41.64797,-41.65806
17354,-41.75436,-41.86609
17938,-39.93185,-39.907955
1318,-52.56761,-52.41941
4993,-49.68264,-49.856014
17763,-40.47074,-40.480755
7152,-51.01938,-51.009758
2465,-55.89252,-55.896725
3139,-53.18068,-53.128304
3970,-57.00175,-56.93429
10749,-45.08395,-45.128864
17951,-39.50995,-39.535538
13918,-45.87074,-45.898544
8783,-49.80357,-49.8186
1051,-56.00582,-56.05644
4624,-55.82908,-55.657963
17671,-39.98785,-39.978874
724,-55.95354,-55.822624
2597,-51.87494,-51.917294
8311,-49.55736,-49.53254
14059,-44.71952,-44.813625
11092,-44.60493,-44.6134
17863,-42.49229,-42.603374
13717,-44.6213,-44.663235
7740,-51.71109,-51.645523
17701,-41.36624,-41.395535
12021,-45.92545,-45.898388
4036,-56.45656,-56.3914
16636,-41.55452,-41.5778
10151,-46.26253,-46.369587
988,-55.84094,-55.797855
5162,-50.4397,-50.496254
5185,-50.69489,-50.64257
14466,-46.44798,-46.40469
7454,-51.31363,-51.280132
7785,-51.35686,-51.348774
2171,-55.74258,-55.618103
4081,-55.38001,-55.326866
981,-56.25062,-56.16025
8417,-51.84569,-51.797546
10873,-46.04963,-46.1037
15209,-40.26168,-40.314575
5495,-47.49223,-47.614235
7715,-51.39462,-51.417522
8660,-47.17283,-47.238174
10546,-45.39781,-45.398495
11324,-44.51951,-44.59749
3503,-55.19078,-55.189617
18739,-39.60803,-39.726227
6728,-50.78061,-50.922195
12588,-45.05071,-45.1306
1106,-55.03593,-54.98896
8956,-50.48092,-50.571182
15082,-40.237,-40.169846
6870,-51.23544,-51.230587
15788,-41.69628,-41.707577
18883,-41.01643,-41.066856
7782,-51.74217,-51.674545
16953,-38.52613,-38.539997
12524,-47.10126,-47.079983
2101,-56.32817,-56.371506
4414,-56.86743,-56.867443
982,-56.38839,-56.362015
4378,-56.51572,-56.475212
12988,-43.77807,-43.79853
8448,-50.75241,-50.676086
17897,-42.43917,-42.497833
14584,-46.09932,-46.126328
19196,-39.0632,-39.11384
3333,-55.31222,-55.272556
7677,-49.31479,-49.33013
12862,-46.29338,-46.33065
3181,-55.93557,-55.832157
7991,-48.59117,-48.627937
12457,-45.62461,-45.59209
15994,-40.59572,-40.63684
19709,-39.35149,-39.3786
8277,-51.46175,-51.433754
10137,-46.19442,-46.184017
409,-53.64593,-53.62509
10706,-44.66154,-44.69059
16153,-40.34243,-40.385113
12525,-45.14202,-45.187515
10860,-47.20836,-47.187283
13780,-45.14075,-45.11654
19129,-40.63359,-40.653633
7905,-51.38943,-51.441437
5344,-49.25099,-49.374294
8012,-50.84056,-50.821537
7029,-50.9804,-50.87625
11588,-45.24304,-45.27988
12454,-44.51078,-44.535946
6287,-50.44318,-50.564808
15921,-41.40539,-41.410057
7257,-50.54384,-50.539482
10961,-46.26349,-46.280174
7502,-51.9607,-51.90981
9463,-50.09304,-50.141148
8879,-51.17096,-51.189697
14293,-44.82277,-44.877533
5012,-50.55218,-50.598267
17205,-39.20197,-39.14831
3523,-56.4787,-56.318253
6391,-49.89236,-49.904575
19503,-40.37667,-40.388535
8132,-50.45088,-50.472282
17319,-41.48782,-41.529
8233,-51.47219,-51.42837
7369,-50.26473,-50.223206
2402,-54.66953,-54.55078
1190,-56.6552,-56.57421
15433,-42.68708,-42.70757
659,-55.92759,-55.939167
8366,-50.61435,-50.70472
2103,-55.85939,-55.78581
2821,-53.68701,-53.615425
6513,-50.3569,-50.487507
370,-53.90986,-53.911324
1211,-55.19377,-55.27308
9045,-48.96516,-48.894363
14344,-45.90399,-45.883324
9582,-51.52011,-51.433544
11466,-45.29649,-45.380447
6713,-50.2527,-50.31567
8037,-49.53955,-49.55442
9963,-45.95682,-45.984966
7242,-51.67997,-51.659256
4971,-50.6639,-50.741932
3469,-56.676,-56.59694
6182,-49.84493,-49.90559
1540,-54.79835,-54.754215
14671,-45.45082,-45.560608
17092,-39.80657,-39.829124
19044,-41.44245,-41.412487
15132,-38.34831,-38.39611
9882,-46.78875,-46.894966
9746,-47.74139,-47.798477
8293,-50.88032,-50.91495
1939,-54.06314,-53.926277
10769,-44.45504,-44.41461
12579,-45.63945,-45.661995
3869,-56.5825,-56.423546
15479,-42.45186,-42.463562
5324,-50.52613,-50.484978
18426,-41.00603,-40.976517
19334,-41.26598,-41.26258
5876,-51.03991,-50.93775
12226,-45.96285,-45.972992
14067,-45.73685,-45.776714
7640,-51.16074,-51.16164
7992,-50.71016,-50.735588
19093,-38.74481,-38.777626
11677,-46.1705,-46.10811
488,-55.93021,-55.826973
15034,-37.49151,-37.607437
3916,-55.29019,-55.201942
8193,-49.77879,-49.822845
14086,-46.56456,-46.645287
14408,-43.71229,-43.71921
5188,-49.89929,-49.95451
9948,-45.23784,-45.22258
84,-56.32364,-56.311687
15594,-40.36546,-40.48704
9329,-52.03803,-52.07296
11489,-45.23499,-45.283443
10604,-42.55161,-42.598557
18917,-42.61118,-42.715546
1511,-50.82017,-50.80663
2931,-56.79833,-56.91177
1556,-56.12214,-56.000687
13272,-46.64299,-46.657055
8273,-48.6432,-48.68328
6549,-49.76096,-49.76953
3573,-55.77831,-55.708797
1088,-55.22137,-55.059353
8692,-50.41675,-50.512592
9499,-47.84301,-47.881744
12581,-43.37744,-43.3626
12584,-46.27302,-46.32061
4954,-50.96907,-50.9851
13834,-47.14817,-47.204273
840,-55.62392,-55.55428
16761,-41.57459,-41.53174
11635,-45.35088,-45.367508
122,-56.33984,-56.27632
13765,-44.7263,-44.762413
9642,-50.20671,-50.146988
12484,-46.47383,-46.53785
10327,-43.98513,-44.019974
13991,-47.04167,-47.118336
8931,-52.03055,-52.040527
7449,-49.4305,-49.552242
4559,-54.63744,-54.54883
11693,-45.03665,-45.18546
8228,-51.29976,-51.44446
11492,-44.91813,-44.78311
13501,-41.80328,-41.842133
5960,-51.28306,-51.188644
17778,-40.40011,-40.336403
9717,-50.10078,-50.142803
704,-56.36736,-56.404602
4565,-53.42499,-53.559994
7354,-51.58905,-51.58089
2677,-56.21612,-56.218456
1153,-56.25853,-56.185795
9065,-50.8805,-50.909897
11485,-45.63684,-45.84682
13051,-43.37025,-43.328415
7403,-52.00718,-51.93598
5226,-51.05993,-51.117958
4609,-56.90857,-56.813843
1575,-55.88271,-55.915173
14133,-46.38175,-46.411976
3351,-53.54537,-53.528374
9547,-50.57513,-50.64875
16202,-39.61218,-39.571133
15214,-40.29305,-40.423374
1064,-54.748,-54.709824
2041,-55.54532,-55.513824
3857,-57.31386,-57.167114
3785,-55.09303,-55.121796
19077,-41.59811,-41.614418
2970,-54.79338,-54.676525
2391,-55.40838,-55.34993
18449,-41.19306,-41.217274
3299,-55.9714,-55.80007
12692,-43.88597,-43.942078
17948,-38.58498,-38.513447
4699,-56.46314,-56.447845
16701,-42.51639,-42.55067
11542,-46.34566,-46.352047
5583,-50.07288,-50.015057
5449,-50.75317,-50.734177
12848,-46.91087,-46.891476
3920,-55.28112,-55.161133
12377,-45.7763,-45.727787
12900,-46.36274,-46.441013
4701,-56.61205,-56.44688
6664,-50.72579,-50.75979
19694,-40.03717,-40.071377
19785,-36.43809,-36.502308
8369,-51.74713,-51.796234
16778,-40.64248,-40.740078
2226,-54.49879,-54.46308
11496,-44.35143,-44.395912
10325,-45.34584,-45.47442
15881,-40.99292,-40.985535
9592,-50.61695,-50.656925
17398,-40.53332,-40.496994
2748,-55.16235,-55.04195
1674,-55.43613,-55.306892
6557,-49.08215,-49.162773
2385,-54.50255,-54.47082
8199,-50.23288,-50.312862
11518,-44.71513,-44.817673
3522,-56.20851,-55.95018
12919,-44.89097,-44.95824
18470,-41.09254,-41.050327
9159,-51.41986,-51.372055
19718,-40.98695,-41.03244
10135,-44.72502,-44.761173
18335,-40.33411,-40.264458
19597,-40.13478,-40.114662
11476,-45.84791,-45.887016
4018,-57.00635,-56.809456
6559,-49.41229,-49.49451
8657,-47.84649,-47.921703
19388,-41.32804,-41.289383
2274,-56.044,-56.130054
11084,-44.43985,-44.389362
4165,-56.18713,-56.063377
1798,-56.59767,-56.523422
8361,-50.25415,-50.291786
6503,-51.01825,-51.025307
12329,-44.06671,-44.10527
11353,-45.2118,-45.24347
7728,-51.85674,-51.906403
11975,-45.16172,-45.140453
3531,-56.25111,-56.15553
4824,-51.4181,-51.43574
12404,-46.82829,-46.884964
8390,-50.37975,-50.422802
15564,-41.19796,-41.25215
7504,-51.99047,-51.975197
15853,-41.33789,-41.297615
15334,-37.00231,-36.993134
2962,-54.75213,-54.595463
7433,-50.4272,-50.42706
4485,-55.85755,-55.677723
2142,-54.42049,-54.30631
237,-54.96043,-54.894997
1910,-55.59105,-55.524685
9743,-48.52346,-48.557243
707,-55.43725,-55.417
648,-55.6071,-55.636536
18160,-40.72057,-40.80291
9553,-50.76445,-51.01147
3346,-55.56651,-55.41484
7136,-51.56728,-51.561455
12895,-46.5677,-46.672314
13364,-44.69745,-44.730103
3810,-54.77076,-54.827637
2107,-55.07853,-55.050285
8814,-52.02318,-52.063713
9890,-45.96342,-46.00664
15068,-41.00451,-41.041897
16389,-41.84447,-41.84168
17980,-40.80117,-40.87136
6966,-49.57942,-49.645412
9011,-49.32889,-49.41647
4389,-56.89525,-56.847424
14498,-44.68847,-44.7148
4978,-51.07673,-51.08436
13413,-44.97177,-44.934875
14090,-44.98605,-44.984306
250,-55.60965,-55.469547
5025,-50.05204,-50.07252
9484,-50.4192,-50.37313
493,-55.2608,-55.167015
7812,-52.25118,-52.31825
549,-54.26481,-54.195354
10417,-46.33528,-46.284004
3865,-57.03983,-56.97394
451,-51.04058,-50.97678
14070,-45.76622,-45.93873
9908,-45.59498,-45.59866
5938,-49.48865,-49.452095
13698,-46.24682,-46.31597
15070,-40.91658,-40.93991
16979,-40.4014,-40.50178
18636,-40.93544,-40.989872
15494,-41.91325,-41.924427
536,-52.95745,-52.982418
4473,-53.44531,-53.327717
12296,-45.02714,-45.04958
5981,-49.67845,-49.730907
7919,-51.93044,-51.941044
2593,-55.15135,-55.08609
6877,-51.6697,-51.601433
4830,-51.60795,-51.64251
229,-55.05492,-55.028027
3308,-56.02683,-55.831818
4279,-57.1429,-57.069683
19269,-40.28675,-40.216682
14928,-42.54252,-42.532833
16791,-42.70072,-42.734356
9782,-49.24378,-49.21885
404,-54.55175,-54.668148
19479,-40.07536,-40.01512
8082,-51.36515,-51.28817
627,-56.10559,-56.04909
13318,-46.96553,-46.978745
19447,-37.68315,-37.605324
5589,-50.26945,-50.237904
6158,-51.5263,-51.53347
6738,-48.4889,-48.54196
6304,-51.71495,-51.7724
4339,-55.78486,-55.670418
11529,-46.31929,-46.27949
431,-56.35991,-56.230907
18516,-40.33699,-40.400063
4873,-48.59353,-48.5978
